PUBLIC;ACADEMIC_Y;COURSE_NAME;COURSE_ACCESS_CONNECTION;COURSE_ACCESS_MINUTES;COURSE_INTERACTIONS;FIRST_COURSE_ACCESS;LAST_COURSE_ACCESS;T_EXE_SUBMISSION_COUNT;RATING_S1Q1;RANK_S1Q1;TOTAL_STUDENTS_NUMBER;S1Q1_EXE_SUBMISSION_COUNT;FIRST_S1Q1_EXE_SUBMISSION;LAST_S1Q1_EXE_SUBMISSION;RATING_S2Q1;DIFF_RATING_S2Q1;RANK_S2Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S2Q1;S2Q1_EXE_SUBMISSION_COUNT;FIRST_S2Q1_EXE_SUBMISSION;LAST_S2Q1_EXE_SUBMISSION;RATING_S3Q1;DIFF_RATING_S3Q1;RANK_S3Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S3Q1;S3Q1_EXE_SUBMISSION_COUNT;FIRST_S3Q1_EXE_SUBMISSION;LAST_S3Q1_EXE_SUBMISSION;RATING_S4Q1;DIFF_RATING_S4Q1;RANK_S4Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S4Q1;S4Q1_EXE_SUBMISSION_COUNT;FIRST_S4Q1_EXE_SUBMISSION;LAST_S4Q1_EXE_SUBMISSION;RATING_S5Q1;DIFF_RATING_S5Q1;RANK_S5Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S5Q1;S5Q1_EXE_SUBMISSION_COUNT;FIRST_S5Q1_EXE_SUBMISSION;LAST_S5Q1_EXE_SUBMISSION;RATING_S6Q1;DIFF_RATING_S6Q1;RANK_S6Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S6Q1;S6Q1_EXE_SUBMISSION_COUNT;FIRST_S6Q1_EXE_SUBMISSION;LAST_S6Q1_EXE_SUBMISSION;RATING_S7Q1;DIFF_RATING_S7Q1;RANK_S7Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S7Q1;S7Q1_EXE_SUBMISSION_COUNT;FIRST_S7Q1_EXE_SUBMISSION;LAST_S7Q1_EXE_SUBMISSION;RATING_S8Q1;DIFF_RATING_S8Q1;RANK_S8Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S8Q1;S8Q1_EXE_SUBMISSION_COUNT;FIRST_S8Q1_EXE_SUBMISSION;LAST_S8Q1_EXE_SUBMISSION;RATING_S9Q1;DIFF_RATING_S9Q1;RANK_S9Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S9Q1;S9Q1_EXE_SUBMISSION_COUNT;FIRST_S9Q1_EXE_SUBMISSION;LAST_S9Q1_EXE_SUBMISSION;RATING_S10Q1;DIFF_RATING_S10Q1;RANK_S10Q1;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_S10Q1;S10Q1_EXE_SUBMISSION_COUNT;FIRST_S10Q1_EXE_SUBMISSION;LAST_S10Q1_EXE_SUBMISSION;RATING_FINAL_EXAM;DIFF_RATING_FINAL_EXAM;RANK_FINAL_EXAM;TOTAL_STUDENTS_NUMBER;DIFF_RANKING_FINAL_EXAM;FE_EXE_SUBMISSION_COUNT;FIRST_FE_EXE_SUBMISSION;LAST_FE_EXE_SUBMISSION;AVG_RATING;RANK;TOTAL_STUDENTS_NUMBER;ACTIVITY_ORIENTED_INVESTMENT;INTERACTION_ORIENTED_INVESTMENT;COURSE_ACCESS_CONNECTION_ORIENTED_INVESTMENT;COURSE_ACCESS_COUNT_ORIENTED_INVESTMENT;ENGAGEMENT;DIFFICULTY
E3IN ;2021_2022;Python;38;1621;574;2021-12-04 11:47:30.417;2022-04-07 13:47:28.128 ;14;83,33;30;48;1;2022-01-03 11:51:46.315 ;2022-01-03 11:51:46.315 ;100;16,67;1;48;-29;1;2022-01-04 12:53:02.119 ;2022-01-04 12:53:02.119 ;85;-15;34;48;33;1;2022-01-06 14:14:11.844 ;2022-01-06 14:14:11.844 ;90;5;14;48;-20;1;2022-01-08 13:41:09.903 ;2022-01-08 13:41:09.903 ;80;-10;29;48;15;1;2022-01-11 14:40:25.730 ;2022-01-11 14:40:25.730 ;80;0;26;48;-3;2;2022-01-11 15:15:21.967 ;2022-01-13 12:27:58.148 ;80;0;29;48;3;1;2022-01-14 08:11:05.639 ;2022-01-14 08:11:05.639 ;75;-5;30;48;1;1;2022-01-14 08:15:18.582 ;2022-01-14 08:15:18.582 ;80;5;15;48;-15;2;2022-01-15 10:25:38.270 ;2022-01-15 10:30:31.165 ;75;-5;23;48;8;2;2022-01-15 10:35:25.496 ;2022-01-25 09:09:06.042 ;60;-15;42;48;19;1;2022-01-26 01:55:57.636 ;2022-01-26 01:55:57.636 ;80,75727273;25;48;100;38,75759622;20,13414483;82,60869565;47,16681223;E-P+
E3IN ;2021_2022;Python;3;137;73;2021-12-08 09:56:51.511 ;2022-01-26 02:26:42.286 ;2;83,33;30;48;1;2021-12-09 10:26:20.255 ;2021-12-09 10:26:20.255 ;0;-83,33;48;48;18;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;0;0;48;48;0;0;NULL;NULL;50;50;47;48;-1;1;2022-01-26 02:04:48.279 ;2022-01-26 02:04:48.279 ;12,12090909;46;48;18,18181818;4,929101958;1,701651969;6,52173913;4,384164352;E-P-
E3IN ;2021_2022;Python;18;797;481;2021-12-05 12:23:44.792 ;2022-02-17 04:36:16.350 ;31;83,33;30;48;10;2022-01-16 11:55:57.440 ;2022-01-16 12:18:27.962 ;70;-13,33;42;48;12;1;2022-01-17 14:14:04.274 ;2022-01-17 14:14:04.274 ;75;5;40;48;-2;2;2022-01-18 14:10:17.031 ;2022-01-18 14:14:17.316 ;90;15;14;48;-26;2;2022-01-19 12:41:24.700 ;2022-01-19 12:48:38.556 ;70;-20;39;48;25;4;2022-01-19 12:56:11.347 ;2022-01-19 13:17:47.643 ;70;0;41;48;2;2;2022-01-19 13:28:34.972 ;2022-01-22 03:15:53.868 ;90;20;17;48;-24;6;2022-01-22 03:21:23.327 ;2022-01-22 05:08:54.985 ;80;-10;22;48;5;1;2022-01-22 05:11:38.143 ;2022-01-22 05:11:38.143 ;80;0;15;48;-7;1;2022-01-22 05:17:02.858 ;2022-01-22 05:17:02.858 ;75;-5;23;48;8;1;2022-01-22 05:20:41.067 ;2022-01-22 05:20:41.067 ;86,67;11,67;5;48;-18;1;2022-01-26 01:56:03.546 ;2022-01-26 01:56:03.546 ;79,09090909;26;48;100;32,47805537;9,89939138;39,13043478;27,16929384;E-P+
E3IN ;2021_2022;Python;26;1748;532;2021-12-03 03:50:14.247;2022-02-17 08:14:16.374 ;24;100;1;48;2;2021-12-14 03:02:51.451 ;2021-12-14 03:06:22.331 ;90;-10;21;48;20;1;2021-12-14 05:06:22.073 ;2021-12-14 05:06:22.073 ;100;10;1;48;-20;2;2021-12-14 06:30:05.462 ;2022-01-21 12:23:18.836 ;100;0;1;48;0;2;2021-12-14 07:17:34.878 ;2022-01-21 12:27:03.541 ;100;0;1;48;0;2;2021-12-15 06:01:50.584 ;2022-01-21 12:29:45.274 ;90;-10;14;48;13;3;2021-12-15 07:43:15.359 ;2022-01-21 12:50:18.837 ;100;10;1;48;-13;2;2021-12-20 02:24:01.608 ;2022-01-21 12:47:20.771 ;100;0;1;48;0;2;2021-12-20 02:44:29.052 ;2022-01-21 12:43:51.978 ;100;0;1;48;0;5;2021-12-20 03:31:48.822 ;2022-01-21 12:41:17.517 ;100;0;1;48;0;2;2021-12-20 05:35:53.909 ;2022-01-21 12:38:43.992 ;80;-20;17;48;16;1;2022-01-26 01:56:15.791 ;2022-01-26 01:56:15.791 ;96,36363636;5;48;100;35,92167454;21,71158862;56,52173913;38,05166743;E-P+
E3IN ;2021_2022;Python;17;575;505;2021-12-07 01:55:49.261 ;2022-02-17 03:05:06.704 ;16;100;1;48;3;2022-01-17 04:58:18.957 ;2022-01-21 05:53:16.615 ;90;-10;21;48;20;3;2022-01-17 06:53:02.583 ;2022-01-17 11:41:46.665 ;100;10;1;48;-20;2;2022-01-18 02:47:43.995 ;2022-01-21 05:54:36.341 ;70;-30;38;48;37;1;2022-01-20 09:57:58.104 ;2022-01-20 09:57:58.104 ;90;20;16;48;-22;1;2022-01-21 05:42:00.124 ;2022-01-21 05:42:00.124 ;80;-10;26;48;10;1;2022-01-21 05:59:47.111 ;2022-01-21 05:59:47.111 ;90;10;17;48;-9;1;2022-01-21 06:06:13.643 ;2022-01-21 06:06:13.643 ;90;0;12;48;-5;1;2022-01-21 06:12:30.103 ;2022-01-21 06:12:30.103 ;80;-10;15;48;3;1;2022-01-21 06:21:35.009 ;2022-01-21 06:21:35.009 ;75;-5;23;48;8;1;2022-01-21 06:29:02.941 ;2022-01-21 06:29:02.941 ;70;-5;31;48;8;1;2022-01-26 01:55:51.099 ;2022-01-26 01:55:51.099 ;85;18;48;100;34,09858204;7,141969942;36,95652174;26,06569124;E-P+
E3IN ;2021_2022;Python;26;2146;437;2021-12-08 00:43:17.001 ;2022-02-17 07:08:09.011 ;15;100;1;48;1;2021-12-21 04:37:45.243 ;2021-12-21 04:37:45.243 ;70;-30;42;48;41;1;2021-12-21 07:05:50.337;2021-12-21 07:05:50.337 ;90;20;21;48;-21;3;2021-12-22 06:28:30.128 ;2021-12-22 07:15:55.885 ;100;10;1;48;-20;1;2021-12-23 04:33:00.833 ;2021-12-23 04:33:00.833 ;85;-15;26;48;25;1;2022-01-17 06:06:58.184 ;2022-01-17 06:06:58.184 ;90;5;14;48;-12;1;2022-01-17 08:27:50.119 ;2022-01-17 08:27:50.119 ;75;-15;32;48;18;1;2022-01-17 15:20:49.187 ;2022-01-17 15:20:49.187 ;75;0;30;48;-2;1;2022-01-20 06:01:59.699 ;2022-01-20 06:01:59.699 ;70;-5;30;48;0;1;2022-01-21 06:54:32.064 ;2022-01-21 06:54:32.064 ;75;5;23;48;-7;3;2022-01-21 07:06:30.234 ;2022-01-21 08:17:18.912 ;76,67;1,67;24;48;1;1;2022-01-26 01:55:59.119 ;2022-01-26 01:55:59.119 ;82,42454545;22;48;100;29,5070898;26,6550739;56,52173913;37,56130095;E-P+
E3IN ;2021_2022;Python;21;1467;565;2021-12-09 01:49:25.438 ;2022-02-17 06:33:06.457 ;28;100;1;48;2;2022-01-13 12:53:06.813 ;2022-01-21 05:34:00.901 ;90;-10;21;48;20;4;2022-01-17 03:00:18.050 ;2022-01-21 06:12:54.835 ;100;10;1;48;-20;4;2022-01-18 06:16:04.898 ;2022-01-21 06:01:23.960 ;80;-20;27;48;26;1;2022-01-18 07:30:56.344 ;2022-01-18 07:30:56.344 ;90;10;16;48;-11;3;2022-01-18 08:14:34.941 ;2022-01-21 05:47:50.194 ;80;-10;26;48;10;3;2022-01-18 08:46:40.137 ;2022-01-21 06:07:01.741 ;80;0;29;48;3;2;2022-01-19 06:55:00.270 ;2022-01-19 07:07:05.689 ;90;10;12;48;-17;4;2022-01-19 07:32:49.823 ;2022-01-21 06:39:16.339 ;80;-10;15;48;3;3;2022-01-20 10:36:36.906 ;2022-01-21 06:42:55.059 ;75;-5;23;48;8;1;2022-01-20 10:51:56.185 ;2022-01-20 10:51:56.185 ;83,33;8,33;7;48;-16;1;2022-01-26 01:56:21.283 ;2022-01-26 01:56:21.283 ;86,21181818;16;48;100;38,14989872;18,22133896;45,65217391;34,00780386;E-P+
E3IN ;2021_2022;Python;11;827;403;2021-12-07 02:18:39.372 ;2022-02-17 01:10:25.110 ;39;100;1;48;2;2022-01-10 11:31:07.105 ;2022-01-10 11:32:09.232 ;90;-10;21;48;20;3;2022-01-10 11:35:10.591 ;2022-01-10 12:42:18.026 ;85;-5;34;48;13;2;2022-01-15 10:20:01.741 ;2022-01-15 10:23:24.173 ;100;15;1;48;-33;1;2022-01-15 10:55:19.567 ;2022-01-15 10:55:19.567 ;80;-20;29;48;28;5;2022-01-15 11:39:33.600 ;2022-01-15 12:21:26.249 ;80;0;26;48;-3;3;2022-01-15 12:33:01.055 ;2022-01-15 12:37:58.684 ;75;-5;32;48;6;1;2022-01-16 06:09:08.633 ;2022-01-16 06:09:08.633 ;75;0;30;48;-2;1;2022-01-16 06:56:25.678 ;2022-01-16 06:56:25.678 ;70;-5;30;48;0;5;2022-01-16 07:20:24.323 ;2022-01-16 07:25:12.194 ;90;20;8;48;-22;15;2022-01-16 07:27:23.800 ;2022-01-16 08:58:16.079 ;83,33;-6,67;7;48;-1;1;2022-01-26 01:56:08.630 ;2022-01-26 01:56:08.630 ;84,39363636;20;48;100;27,21134369;10,2720159;23,91304348;20,46546769;E-P+
E3IN ;2021_2022;Python;27;3339;535;2021-12-07 02:40:54.989 ;2022-03-29 01:47:20.512 ;29;100;1;48;2;2021-12-11 15:08:54.078 ;2021-12-11 15:10:58.244 ;100;0;1;48;0;4;2021-12-14 05:36:23.458 ;2021-12-14 05:49:44.105 ;100;0;1;48;0;4;2022-01-09 06:15:16.596 ;2022-01-09 09:06:52.541 ;100;0;1;48;0;2;2022-01-12 06:48:19.425 ;2022-01-12 07:44:32.869 ;100;0;1;48;0;3;2022-01-14 05:46:02.678 ;2022-01-17 01:46:00.805 ;100;0;1;48;0;1;2022-01-16 10:09:44.770 ;2022-01-16 10:09:44.770 ;100;0;1;48;0;4;2022-01-17 01:53:55.422 ;2022-01-17 13:50:57.772;70;-30;42;48;41;4;2022-01-17 12:57:41.098 ;2022-01-17 14:07:13.472 ;90;20;9;48;-33;2;2022-01-18 12:36:07.018 ;2022-01-18 12:54:06.972 ;90;0;8;48;-1;1;2022-01-18 13:23:14.138 ;2022-01-18 13:23:14.138 ;90;0;2;48;-6;1;2022-01-26 01:56:42.077 ;2022-01-26 01:56:42.077 ;94,54545455;6;48;100;36,12424038;41,47310893;58,69565217;45,43100049;E-P+
E3IN ;2021_2022;Python;12;1266;436;2022-01-07 14:29:54.950 ;2022-02-17 08:39:44.659 ;15;100;1;48;2;2022-01-07 16:25:17.977 ;2022-01-07 16:32:48.836 ;100;0;1;48;0;1;2022-01-09 15:23:16.157 ;2022-01-09 15:23:16.157 ;90;-10;21;48;20;2;2022-01-09 17:13:34.026 ;2022-01-09 17:28:21.475 ;80;-10;27;48;6;1;2022-01-10 16:10:28.419 ;2022-01-10 16:10:28.419 ;70;-10;39;48;12;2;2022-01-17 14:04:44.844 ;2022-01-17 14:13:37.242 ;100;30;1;48;-38;1;2022-01-22 08:00:18.384 ;2022-01-22 08:00:18.384 ;75;-25;32;48;31;1;2022-01-22 08:56:44.909 ;2022-01-22 08:56:44.909;75;0;30;48;-2;2;2022-01-22 09:07:25.404 ;2022-01-22 09:15:06.621 ;80;5;15;48;-15;1;2022-01-22 11:13:17.060 ;2022-01-22 11:13:17.060 ;65;-15;36;48;21;1;2022-01-22 11:51:17.123 ;2022-01-22 11:51:17.123 ;73,33;8,33;29;48;-7;1;2022-01-26 01:57:15.544 ;2022-01-26 01:57:15.544 ;82,57545455;21;48;100;29,43956786;15,72475469;26,08695652;23,75042636;E-P+
E3IN ;2021_2022;Python;31;1297;470;2022-01-05 10:01:36.304 ;2022-02-17 01:12:37.399 ;11;83,33;30;48;1;2022-01-06 04:06:40.580 ;2022-01-06 04:06:40.580 ;80;-3,33;30;48;0;1;2022-01-07 04:00:13.250 ;2022-01-07 04:00:13.250 ;90;10;21;48;-9;1;2022-01-11 07:33:19.688 ;2022-01-11 07:33:19.688 ;80;-10;27;48;6;1;2022-01-13 07:07:18.809 ;2022-01-13 07:07:18.809 ;85;5;26;48;-1;1;2022-01-16 05:15:34.032;2022-01-16 05:15:34.032 ;90;5;14;48;-12;1;2022-01-16 07:12:36.541 ;2022-01-16 07:12:36.541 ;95;5;12;48;-2;1;2022-01-16 08:51:36.616 ;2022-01-16 08:51:36.616 ;95;0;10;48;-2;1;2022-01-16 08:57:50.644 ;2022-01-16 08:57:50.644 ;70;-25;30;48;20;1;2022-01-17 03:26:55.338 ;2022-01-17 03:26:55.338 ;60;-10;38;48;8;1;2022-01-19 10:43:24.088 ;2022-01-19 10:43:24.088 ;60;0;42;48;4;1;2022-01-26 01:57:25.621 ;2022-01-26 01:57:25.621 ;80,75727273;25;48;100;31,73531398;16,10980002;67,39130435;38,41213945;E-P+
E3IN ;2021_2022;Python;15;1281;404;2021-12-12 22:23:37.333;2022-02-17 01:45:37.272 ;19;100;1;48;2;2022-01-12 09:11:23.071 ;2022-01-12 09:14:05.347 ;100;0;1;48;0;1;2022-01-12 12:17:47.800 ;2022-01-12 12:17:47.800 ;100;0;1;48;0;2;2022-01-12 15:32:43.280 ;2022-01-12 15:43:09.523 ;100;0;1;48;0;2;2022-01-17 12:10:03.616 ;2022-01-17 12:17:15.835 ;90;-10;16;48;15;1;2022-01-17 15:50:14.196 ;2022-01-17 15:50:14.196 ;90;0;14;48;-2;2;2022-01-20 11:48:38.903 ;2022-01-20 12:05:15.047 ;85;-5;23;48;9;1;2022-01-20 13:25:33.385 ;2022-01-20 13:25:33.385 ;80;-5;22;48;-1;4;2022-01-21 01:26:46.310 ;2022-01-21 01:35:55.601 ;80;0;15;48;-7;2;2022-01-21 02:36:35.434;2022-01-21 02:45:18.911 ;40;-40;42;48;27;1;2022-01-21 02:53:50.479 ;2022-01-21 02:53:50.479 ;80;40;17;48;-25;1;2022-01-26 01:55:53.443 ;2022-01-26 01:55:53.443 ;85,90909091;14;48;90,90909091;27,27886563;15,91106695;32,60869565;25,26620941;E-P+
E3IN ;2021_2022;Python;30;3694;557;2021-12-15 02:39:33.002 ;2022-02-17 05:06:47.997 ;17;83,33;30;48;3;2021-12-27 05:07:44.551 ;2021-12-28 03:34:16.906 ;80;-3,33;30;48;0;1;2021-12-30 02:09:08.339 ;2021-12-30 02:09:08.339 ;85;5;34;48;4;1;2022-01-04 05:27:37.383 ;2022-01-04 05:27:37.383;70;-15;38;48;4;1;2022-01-14 02:47:40.114 ;2022-01-14 02:47:40.114 ;80;10;29;48;-9;1;2022-01-14 05:26:44.001 ;2022-01-14 05:26:44.001 ;80;0;26;48;-3;1;2022-01-14 06:17:39.575 ;2022-01-14 06:17:39.575 ;70;-10;42;48;16;1;2022-01-16 05:37:10.325 ;2022-01-16 05:37:10.325 ;85;15;15;48;-27;1;2022-01-17 01:21:22.630 ;2022-01-17 01:21:22.630 ;70;-15;30;48;15;5;2022-01-17 07:15:57.408 ;2022-01-19 04:07:21.953 ;75;5;23;48;-7;1;2022-01-20 02:59:35.942 ;2022-01-20 02:59:35.942 ;86,67;11,67;5;48;-18;1;2022-01-26 01:57:26.277 ;2022-01-26 01:57:26.277 ;78,63636364;27;48;100;37,60972316;45,88249907;65,2173913;49,56987118;E-P+
E3IN ;2021_2022;Python;37;1091;746;2021-12-03 05:18:29.953 ;2022-03-09 06:42:20.263 ;51;100;1;48;2;2022-01-16 10:11:07.550 ;2022-01-16 10:17:11.210 ;100;0;1;48;0;4;2022-01-20 07:09:30.191 ;2022-01-20 07:21:47.214 ;100;0;1;48;0;2;2022-01-20 07:50:44.310 ;2022-01-20 07:57:32.625 ;100;0;1;48;0;3;2022-01-20 08:33:42.404 ;2022-01-20 08:45:25.419 ;100;0;1;48;0;2;2022-01-21 03:18:10.218 ;2022-01-21 03:28:31.883 ;100;0;1;48;0;15;2022-01-21 05:15:54.358 ;2022-01-21 05:55:24.864 ;100;0;1;48;0;9;2022-01-21 06:11:12.226 ;2022-01-21 06:35:37.075 ;75;-25;30;48;29;11;2022-01-21 06:53:02.189 ;2022-01-21 07:09:00.646 ;80;5;15;48;-15;1;2022-02-27 14:13:20.506 ;2022-02-27 14:13:20.506 ;75;-5;23;48;8;1;2022-02-27 14:19:26.067 ;2022-02-27 14:19:26.067 ;83,33;8,33;7;48;-16;1;2022-01-26 01:56:55.934 ;2022-01-26 01:56:55.934 ;92,12090909;7;48;100;50,3713707;13,55111166;80,43478261;48,11908832;E-P+
E3IN ;2021_2022;Python;14;949;456;2021-12-02 13:38:28.800 ;2022-02-17 08:16:34.753 ;30;83,33;30;48;5;2022-01-10 05:32:46.849 ;2022-01-10 06:07:50.494 ;80;-3,33;30;48;0;4;2022-01-10 06:25:36.237 ;2022-01-10 06:38:41.214 ;90;10;21;48;-9;1;2022-01-10 06:48:20.856 ;2022-01-10 06:48:20.856 ;80;-10;27;48;6;1;2022-01-10 07:11:27.297 ;2022-01-10 07:11:27.297 ;90;10;16;48;-11;1;2022-01-10 07:42:56.835;2022-01-10 07:42:56.835 ;80;-10;26;48;10;2;2022-01-10 07:52:41.201 ;2022-01-10 07:59:18.721 ;100;20;1;48;-25;1;2022-01-10 08:11:12.632 ;2022-01-10 08:11:12.632 ;70;-30;42;48;41;10;2022-01-10 08:32:46.997 ;2022-01-10 08:49:47.038 ;80;10;15;48;-27;2;2022-01-10 08:57:10.406 ;2022-01-10 09:06:55.766 ;35;-45;43;48;28;2;2022-01-10 09:13:50.021 ;2022-01-10 09:28:14.048 ;80;45;17;48;-26;1;2022-01-26 01:57:48.576 ;2022-01-26 01:57:48.576 ;78,93909091;24;48;90,90909091;30,79000675;11,78735561;30,43478261;24,33738166;E-P+
E3IN ;2021_2022;Python;20;635;430;2021-12-06 02:48:11.673 ;2022-02-17 05:07:20.493 ;24;83,33;30;48;3;2022-01-13 06:44:02.217 ;2022-01-13 06:46:58.387 ;70;-13,33;42;48;12;6;2022-01-13 06:52:05.343 ;2022-01-13 07:14:56.552 ;85;15;34;48;-8;1;2022-01-13 07:27:11.105 ;2022-01-13 07:27:11.105;80;-5;27;48;-7;1;2022-01-17 02:06:51.650 ;2022-01-17 02:06:51.650 ;100;20;1;48;-26;1;2022-01-17 06:06:16.385 ;2022-01-17 06:06:16.385 ;80;-20;26;48;25;1;2022-01-17 06:18:02.702;2022-01-17 06:18:02.702 ;75;-5;32;48;6;1;2022-01-17 06:27:57.773 ;2022-01-17 06:27:57.773 ;85;10;15;48;-17;1;2022-01-17 06:40:11.686 ;2022-01-17 06:40:11.686 ;80;-5;15;48;0;4;2022-01-17 06:51:19.664 ;2022-01-18 06:44:28.573 ;75;-5;23;48;8;4;2022-01-18 07:01:44.023 ;2022-01-18 07:21:17.927 ;90;15;2;48;-21;1;2022-01-26 01:57:18.774 ;2022-01-26 01:57:18.774 ;82,12090909;22;48;100;29,03443619;7,887218979;43,47826087;26,79997201;E-P+
E3IN ;2021_2022;Python;25;1850;499;2021-12-03 05:36:24.773 ;2022-02-17 04:52:03.055 ;11;83,33;30;48;1;2021-12-07 10:22:32.757 ;2021-12-07 10:22:32.757 ;80;-3,33;30;48;0;1;2021-12-09 01:16:21.452 ;2021-12-09 01:16:21.452 ;90;10;21;48;-9;1;2021-12-09 02:57:20.035 ;2021-12-09 02:57:20.035 ;90;0;14;48;-7;1;2021-12-09 08:22:07.656 ;2021-12-09 08:22:07.656 ;75;-15;33;48;19;1;2021-12-10 07:16:35.591 ;2021-12-10 07:16:35.591 ;80;5;26;48;-7;1;2021-12-10 07:59:17.103 ;2021-12-10 07:59:17.103 ;85;5;23;48;-3;1;2021-12-16 00:58:48.556 ;2021-12-16 00:58:48.556 ;70;-15;42;48;19;1;2021-12-16 01:59:48.919 ;2021-12-16 01:59:48.919 ;80;10;15;48;-27;1;2022-01-11 06:30:06.644 ;2022-01-11 06:30:06.644 ;75;-5;23;48;8;1;2022-01-18 06:57:57.060 ;2022-01-18 06:57:57.060 ;93,33;18,33;1;48;-22;1;2022-01-26 01:55:53.616 ;2022-01-26 01:55:53.616 ;81,96909091;23;48;100;33,69345037;22,97851199;54,34782609;37,00659615;E-P+
E3IN ;2021_2022;Python;8;318;466;2022-01-05 08:05:38.059;2022-02-17 01:46:17.613 ;63;83,33;30;48;2;2022-01-17 01:13:53.842;2022-01-17 01:17:25.132 ;70;-13,33;42;48;12;1;2022-01-17 01:23:33.081 ;2022-01-17 01:23:33.081 ;70;0;44;48;2;1;2022-01-17 01:43:45.234 ;2022-01-17 01:43:45.234 ;80;10;27;48;-17;1;2022-01-17 02:33:51.769 ;2022-01-17 02:33:51.769 ;75;-5;33;48;6;21;2022-01-21 06:46:52.742 ;2022-01-21 07:14:49.120 ;80;5;26;48;-7;1;2022-01-21 07:16:05.063 ;2022-01-21 07:16:05.063 ;75;-5;32;48;6;5;2022-01-21 07:26:43.427 ;2022-01-21 07:56:56.432 ;75;0;30;48;-2;10;2022-01-21 08:00:38.410 ;2022-01-21 08:11:27.671 ;70;-5;30;48;0;5;2022-01-21 08:15:25.554 ;2022-01-21 08:28:01.008 ;70;0;34;48;4;15;2022-01-21 08:30:14.966 ;2022-01-21 08:34:45.618 ;63,33;-6,67;39;48;5;1;2022-01-26 01:56:16.821 ;2022-01-26 01:56:16.821 ;73,78727273;33;48;100;31,4652262;3,949819898;17,39130435;17,60211681;E-P+
E3IN ;2021_2022;Python;15;416;432;2021-12-15 00:41:46.536;2022-02-24 02:05:20.020 ;28;83,33;30;48;2;2021-12-15 00:50:21.493 ;2021-12-15 00:52:23.770 ;90;6,67;21;48;-9;2;2021-12-15 00:54:23.857 ;2021-12-15 00:56:15.975 ;80;-10;38;48;17;3;2021-12-15 01:10:22.091 ;2021-12-15 01:21:18.238 ;70;-10;38;48;0;1;2022-01-15 04:30:28.597 ;2022-01-15 04:30:28.597 ;75;5;33;48;-5;1;2022-01-15 04:54:01.483 ;2022-01-15 04:54:01.483 ;70;-5;41;48;8;1;2022-01-17 00:51:41.278 ;2022-01-17 00:51:41.278 ;85;15;23;48;-18;2;2022-01-17 00:58:10.295 ;2022-01-17 01:05:13.757 ;75;-10;30;48;7;2;2022-01-17 01:09:47.736 ;2022-01-17 01:14:16.510 ;70;-5;30;48;0;10;2022-01-17 01:21:32.619 ;2022-01-17 01:42:11.337 ;65;-5;36;48;6;3;2022-01-17 01:43:31.922 ;2022-01-17 01:55:03.164 ;70;5;31;48;-5;1;2022-01-26 01:56:03.477 ;2022-01-26 01:56:03.477 ;75,75727273;32;48;100;29,16948008;5,167059993;32,60869565;22,31507858;E-P+
E3IN ;2021_2022;Python;32;2703;564;2021-12-07 01:59:55.496 ;2022-04-20 01:46:04.128 ;13;100;1;48;2;2021-12-24 06:53:14.204 ;2021-12-24 07:01:24.810 ;80;-20;30;48;29;1;2022-01-06 02:51:44.370 ;2022-01-06 02:51:44.370 ;90;10;21;48;-9;1;2022-01-06 04:15:46.586;2022-01-06 04:15:46.586 ;90;0;14;48;-7;1;2022-01-08 17:39:46.311 ;2022-01-08 17:39:46.311 ;90;0;16;48;2;1;2022-01-09 15:10:54.385 ;2022-01-09 15:10:54.385 ;90;0;14;48;-2;1;2022-01-11 15:36:12.945 ;2022-01-11 15:36:12.945 ;90;0;17;48;3;1;2022-01-17 06:36:47.778 ;2022-01-17 06:36:47.778 ;75;-15;30;48;13;2;2022-01-17 09:20:06.130 ;2022-01-17 09:26:40.177 ;80;5;15;48;-15;1;2022-01-17 10:35:00.707 ;2022-01-17 10:35:00.707 ;85;5;18;48;3;1;2022-01-19 12:11:04.469 ;2022-01-19 12:11:04.469;83,33;-1,67;7;48;-11;1;2022-01-26 01:57:22.436 ;2022-01-26 01:57:22.436 ;86,66636364;17;48;100;38,08237677;33,57346913;69,56521739;47,07368777;E-P+
